Id;Username;Points
2;fabnem;12
4;fabnem;10
7;fabnem;8
8;fabnem;6
9;fabnem;4
5;fabnem;2
1;public;0
2;public;0
3;public;0
4;public;0
5;public;0
6;public;0
7;public;0
8;public;0
9;public;0
